ROUTE,AVERAGE_CO2_TONNES,FLIGHT_COUNT
MSR-SAW,15.012333333333332,3
LGW-OPO,15.0109,30
BRS-VCE,15.009555555555558,9
GLA-TRN,15.007333333333333,3
CJJ-NRT,15.004999999999999,4
DEN-LEX,15.003499999999999,2
YOW-YWG,15.001777777777777,9
FOC-LZH,15.000499999999999,4
CXR-HPH,15.0001,10
ISB-KHI,14.999866666666666,30
FUK-ISG,14.9985,2
ATH-MXP,14.997054054054052,37
EDI-PRG,14.996875,8
DTM-VNO,14.996500000000001,2
HNY-LJG,14.9915,2
CGO-XNN,14.9905,2
PEK-WXN,14.990000000000002,2
KWE-VTE,14.9885,2
EZE-JUJ,14.988,6
GPT-MDW,14.988,2
LST-OOL,14.9875,4
AZA-BOI,14.985666666666667,3
CTU-TYN,14.985,4
LZO-SZX,14.983833333333335,6
STN-VRN,14.98325,4
AGP-GVA,14.983,18
PNH-SIN,14.980833333333335,36
BER-OLB,14.979,4
EDI-GVA,14.978785714285715,14
IAH-OMA,14.978777777777777,9
JNG-KWL,14.977,1
DLC-HGH,14.976750000000001,20
CEI-HKT,14.975,4
NCE-SOF,14.974499999999999,2
BOD-TUN,14.972999999999999,2
LAS-RAP,14.9725,2
CSX-WEF,14.968,1
HUZ-SHA,14.967999999999998,12
CGQ-LYI,14.964142857142857,7
CRL-PMI,14.963750000000001,4
IBZ-LCY,14.962,4
OKJ-PVG,14.961749999999999,4
WNZ-YIH,14.961,1
SBA-SEA,14.9595,8
GVA-KBP,14.959,2
DFW-DGO,14.9586,5
PGU-TBZ,14.958499999999999,2
CCU-IXC,14.958,1
CZM-MEX,14.9565,16
KHN-TFU,14.952235294117646,34
IAH-JAX,14.95212,25
SAN-SJD,14.951749999999999,12
DFW-SLP,14.950624999999999,8
LPL-SZG,14.95,2
BMV-HAN,14.948583333333334,24
ALC-CRL,14.948499999999997,6
ATH-TUN,14.948,2
CLT-NAS,14.947333333333333,3
BOH-PMI,14.9465,8
IAH-MSP,14.946244444444444,45
MLA-VIE,14.945071428571428,14
GYD-PEE,14.9445,2
SKD-UFA,14.944,2
KZN-TBS,14.943999999999999,2
ALA-SVX,14.943999999999999,4
RSW-TTN,14.943000000000001,2
DLC-LDS,14.943,1
MUC-TUN,14.941833333333333,6
YCD-YYC,14.9415,6
CZL-TMR,14.939,2
ADB-RZV,14.939,2
DAT-HRB,14.938500000000001,2
HAM-SPU,14.937999999999999,2
NBO-NLA,14.937999999999999,4
LCK-SFB,14.9375,8
CTS-ITM,14.936916666666669,36
BOD-CMN,14.935599999999999,5
DZH-SWA,14.933333333333332,3
DFW-MTJ,14.933,4
BCN-MLA,14.932857142857143,7
LYS-MIR,14.9325,6
PRG-ZTH,14.932,2
NGB-SZX,14.931,22
JGN-XIY,14.930333333333332,3
AGP-FUE,14.928,4
HAK-HYN,14.925,2
CAK-GPT,14.925,2
HGH-TSN,14.921676470588235,34
MSY-PIT,14.917,2
JNZ-PVG,14.9155,2
ALG-MLH,14.915,8
CIA-WMI,14.913,4
HKG-NGB,14.910375,8
INN-MAN,14.910142857142857,14
NCL-TRN,14.909749999999999,4
BVA-CAG,14.908999999999999,2
ATQ-BOM,14.908449999999998,20
TSN-XIY,14.908228571428571,35
SSA-VCP,14.906448275862068,29
CCU-IXZ,14.90604347826087,23
TFU-WUT,14.904,1
INC-LYI,14.902999999999999,3
EDI-LYS,14.902666666666667,6
IND-MCO,14.90192,25
GVA-OPO,14.901819672131147,61
KGP-UFA,14.9005,6
HCZ-XIY,14.9,1
HGH-WXN,14.9,2
ASF-SVX,14.8995,2
GOJ-GYD,14.8995,2
KRK-TRF,14.899000000000001,4
CJC-SCL,14.898027522935779,109
BCN-STR,14.896153846153847,13
DLC-HSN,14.895,1
HZG-PKX,14.8945,4
JIQ-PVG,14.894,1
JDZ-PKX,14.8915,6
LXA-XNN,14.890500000000001,6
GOJ-OVB,14.8905,2
BSL-WAW,14.8885,2
CLJ-HHN,14.888000000000002,2
ATH-MUC,14.885434782608696,46
DUS-HEL,14.884444444444446,9
NGB-TSN,14.884333333333332,6
DAY-DEN,14.882,2
YHZ-YMX,14.882,2
MAD-PSA,14.8795,4
CTA-PRG,14.878833333333333,6
IAH-MID,14.8775,4
GTS-PER,14.87,2
DEN-RNO,14.867928571428573,28
BSL-TUN,14.8655,2
JED-RAE,14.864,2
AUA-FLL,14.864,2
CGN-EMA,14.863153846153846,13
CGN-INI,14.8615,2
PHL-SRQ,14.861333333333334,9
KTN-SEA,14.86129411764706,17
MAD-STN,14.86023076923077,13
HFE-TFU,14.858692307692309,39
BTH-YIA,14.8575,2
AGA-MAD,14.850999999999999,2
CGH-IOS,14.849875,8
LXA-NAO,14.848,1
BOD-FEZ,14.847999999999999,2
BLV-PIE,14.846333333333334,6
DME-UFA,14.843799999999998,10
LAS-MSO,14.843,2
BDA-EWR,14.843,4
BRI-IST,14.8425,4
TAO-XIY,14.841297297297299,37
BZG-STN,14.841000000000001,2
LTN-RZE,14.838000000000001,2
PSM-RSW,14.836500000000001,2
DTM-TGD,14.836,2
BIO-MUC,14.8355,20
LYS-SVQ,14.835,4
BEY-IST,14.833785714285714,28
HRB-TSN,14.833769230769231,13
LXA-YBP,14.833,1
PEK-WUX,14.830909090909092,22
HAK-WXN,14.829,2
JFK-TPA,14.828660550458716,109
LEX-PGD,14.825666666666665,9
CAG-PRG,14.825,2
ATL-YYZ,14.821016949152543,59
DEL-HYD,14.819899441340784,179
DEL-HBX,14.817,3
CVG-MCO,14.815944444444446,18
TVS-XIY,14.815,1
FLL-ORF,14.814,2
ATH-VCE,14.8112,10
SNN-TRN,14.8095,2
AER-DME,14.809173913043479,46
BWN-KUL,14.808250000000001,12
OKA-UKB,14.8075,20
DSN-TAO,14.807,1
KWL-NKG,14.805166666666667,12
PMI-SZG,14.803,2
BSL-CTA,14.801,8
FOC-WUZ,14.8,2
HAN-XMN,14.799,4
COS-RNO,14.799,1
AGP-EXT,14.797,2
TEN-WUX,14.7965,2
GRU-IOS,14.790899999999999,30
CVG-PIE,14.785400000000001,10
KWI-TBS,14.785333333333334,6
BNA-SYR,14.784,1
BKK-BWN,14.7805,4
CDT-CRL,14.780000000000001,2
LGW-MAH,14.774375,8
CFU-GVA,14.773,4
DEL-IXE,14.772,5
MEX-MGA,14.771,2
AMM-RUH,14.770814814814814,27
GYE-PTY,14.769916666666667,24
HOU-OMA,14.769833333333333,6
BGY-SCV,14.7685,2
STN-WMI,14.766200000000001,10
BKI-SIN,14.7657,10
HDG-PVG,14.765,2
CLT-MSP,14.762137931034484,29
MCI-SLC,14.761000000000001,19
BLR-JRG,14.758000000000001,4
ATL-DTW,14.756582608695652,115
ADZ-BOG,14.756559139784946,93
ARN-VIE,14.755052631578948,19
ATH-TLV,14.754866666666665,45
ADD-MGQ,14.753,4
NUE-SUF,14.753,1
KTW-OSL,14.752500000000001,2
FCO-NTE,14.750375,8
GTF-LAS,14.747333333333335,3
CMN-TLS,14.746333333333334,3
CGK-KUL,14.746188679245282,106
MHD-PGU,14.744,2
BVA-WMI,14.743,2
CAN-HAN,14.742810810810813,37
DAY-SFB,14.741800000000001,5
CTA-ZRH,14.741333333333333,9
HRB-TAO,14.740574468085107,47
NRT-PUS,14.74040909090909,22
NDG-PKX,14.7365,8
EMA-WRO,14.7355,2
JUH-SZX,14.735,6
BGY-MAD,14.734555555555554,9
IXR-PNQ,14.7345,2
CTA-OTP,14.732333333333335,6
HHN-SUF,14.7305,2
BAV-HLD,14.7295,2
CTU-HDG,14.7285,2
BNA-FLL,14.726777777777777,18
INC-TNA,14.7266,10
GSP-IAH,14.723272727272727,11
DEL-DMU,14.721499999999999,2
CNX-HKT,14.7185,20
PKX-WDS,14.7185,4
HAM-RMO,14.7165,4
LGW-LJU,14.712,2
DUB-LYS,14.706333333333333,9
SLC-STS,14.704,2
BER-NAP,14.702,14
BTS-LTN,14.700999999999999,2
KMG-ZUH,14.7009375,16
HFE-HUZ,14.700666666666669,6
PRG-RMO,14.699,2
MUC-PMO,14.699,2
CGQ-TNA,14.698071428571428,14
NAP-ORY,14.697192307692308,26
CRL-WAW,14.697,4
DEN-SAN,14.695955555555555,45
SZX-WHA,14.69509090909091,11
CLJ-MMX,14.689499999999999,2
BRS-REU,14.689,3
EYW-PHL,14.688375,8
CKG-WHA,14.687800000000001,5
HQQ-SHE,14.68,2
JAI-MCT,14.677,4
YEG-YWG,14.674357142857144,14
RUH-SPX,14.672,2
DAL-RSW,14.67,1
CPT-HLA,14.669857142857143,56
EDI-MUC,14.66975,4
AMS-BEG,14.669678571428571,28
BDS-CRL,14.668,2
AMD-PAT,14.6674,10
BDL-BNA,14.66675,4
BSL-MAD,14.665857142857144,7
EXT-PMI,14.6655,6
CNX-KBV,14.665125,8
BOM-PAT,14.6644375,16
CJU-SHE,14.663,2
MIG-WNZ,14.6615,2
BBI-BKK,14.661,2
BEK-BLR,14.66,2
BGR-MCO,14.658999999999999,2
CLT-EYW,14.658428571428573,7
BGY-SKG,14.658333333333333,3
FUO-HGH,14.658000000000001,4
FUO-HYN,14.657499999999999,2
CSX-HAK,14.65291304347826,23
MIA-PIT,14.651714285714286,7
LCK-PIE,14.650666666666666,3
PBI-YYZ,14.6501,10
ENH-PKX,14.649,1
MCI-PDX,14.646999999999998,4
ATL-IAH,14.64628695652174,115
HGH-HJJ,14.646,4
BOS-ORD,14.642110294117646,136
CTA-VBS,14.641,3
ATL-BUF,14.639634146341464,41
HOU-SDF,14.6385,2
BER-IAS,14.6365,2
MTY-VSA,14.634857142857143,7
DAL-ORD,14.63475,8
CIH-HGH,14.6325,2
DCA-MSY,14.632307692307693,13
MIG-NKG,14.629750000000001,4
AVV-OOL,14.629,6
AVV-MCY,14.624500000000001,2
ARN-BUD,14.624,4
ATL-MKE,14.623464285714286,56
HIA-XMN,14.623,2
BUS-ODS,14.622499999999999,4
HND-YGJ,14.622071428571429,14
BEG-GOT,14.620833333333332,6
ARN-KBP,14.620000000000001,2
LAP-MEX,14.613592592592592,27
BNX-GOT,14.61,2
GPT-TOL,14.61,2
FCO-RTM,14.61,2
WUX-YKH,14.61,2
BSB-JDO,14.609,2
BDA-JFK,14.608666666666666,6
FKB-SKP,14.6035,2
AMS-SOF,14.6025,4
NYA-ZIA,14.6015,2
ATL-TPA,14.600696296296297,135
CTA-GVA,14.600400000000002,5
BRI-WMI,14.596499999999999,2
BRI-LUX,14.59075,4
BVA-FCO,14.588000000000001,4
PRN-ZRH,14.586863636363637,44
ARN-LHR,14.586536082474227,97
CKG-XUZ,14.585714285714285,14
STR-TIA,14.58275,4
ATL-PHL,14.581338235294117,136
AEP-SLA,14.579812500000001,48
HGR-SFB,14.578000000000001,3
SKG-ZRH,14.57757142857143,7
YOW-YYT,14.5775,4
PKX-WUH,14.576454545454546,22
HRB-ICN,14.575,10
LIS-LPA,14.572700000000001,10
KOW-XIY,14.571,2
CLE-SRQ,14.566666666666668,3
AYT-KRR,14.5655,2
JHB-MYY,14.564499999999999,4
DLE-OPO,14.562999999999999,2
PRN-STR,14.56275,32
SIN-UPG,14.561499999999999,4
SJD-TIJ,14.561181818181819,22
JJN-NNG,14.56,7
CVG-MLB,14.5595,2
BER-OTP,14.559000000000001,2
SWA-YTY,14.559,1
EDI-ZRH,14.556125,8
MHT-RSW,14.5555,2
BAV-TFU,14.5552,5
CPH-LYS,14.55375,4
PAT-PNQ,14.552999999999999,4
DEN-MSN,14.552428571428573,7
PWM-SRQ,14.551,2
AJR-CGN,14.55,1
BHY-TYN,14.5495,2
UPG-YIA,14.549142857142856,14
HBE-SAW,14.547,2
LYI-XMN,14.547,4
HAK-SGN,14.547,2
HGH-LYA,14.547,2
NAP-VLC,14.5455,2
WHA-XIY,14.544,4
RMO-VCE,14.543999999999999,6
CGO-HSN,14.535833333333334,6
CGO-CIF,14.535666666666666,3
BOM-IXJ,14.533000000000001,5
CKG-JUZ,14.531749999999999,4
XIY-YNZ,14.53,1
BCN-CMN,14.5297,10
EIN-WAW,14.525500000000001,2
AWZ-KER,14.524999999999999,2
CGN-PRG,14.524,1
CKG-SQD,14.5235,4
KIX-MWX,14.523,2
SGC-UFA,14.522225806451614,31
DLC-JMU,14.521,2
BSL-SOF,14.519499999999999,2
PZI-XIY,14.518,2
BLR-GOP,14.5175,4
LTN-PSA,14.517,2
BEG-EIN,14.5145,2
BRS-NCE,14.513,2
MMB-NGO,14.5115,2
LCA-TBS,14.507,4
AKA-PKX,14.507,4
DLC-FUK,14.506800000000002,5
PEK-YTY,14.5065,6
CKG-MFM,14.506,6
FTE-SCL,14.504,2
ENH-HAK,14.503,2
GOX-JAI,14.499500000000001,4
MQF-MRV,14.4975,2
MRV-NBC,14.497,1
BKK-HAK,14.494800000000001,10
ATL-NAS,14.493347826086955,23
ARN-BRU,14.48985,20
HRB-SJW,14.488666666666667,12
MID-TLC,14.488,2
YWG-YXE,14.485,5
BIO-DUB,14.485,2
CFU-ODS,14.484,2
OPO-STN,14.48325,12
BTU-KUL,14.482862068965517,29
KWE-XUZ,14.48025,4
CUN-MFE,14.476500000000001,4
DGO-TIJ,14.476125,8
DMM-JED,14.475666666666667,93
BOM-IXM,14.4755,4
DMB-GUW,14.475000000000001,2
ENH-WNZ,14.474,2
DAL-HDN,14.472,1
PBI-TTN,14.4715,2
HET-HIA,14.47,1
KHH-NKG,14.47,2
FRA-SOF,14.469111111111111,36
DME-MRV,14.469000000000001,9
KUT-SAW,14.4665,2
CSX-TVS,14.466,2
BHY-TFU,14.465944444444444,18
CTS-KIX,14.464892473118278,93
BPS-CGB,14.464,2
BCN-BRU,14.461975609756099,41
CGO-TFU,14.4618,25
HND-HSG,14.459666666666665,12
IAS-VCE,14.459,2
DEN-SAT,14.455862068965516,29
LJG-XIY,14.453375,8
TUN-VIE,14.453,2
MQM-SAW,14.452333333333334,6
BLR-UDR,14.452,6
HAN-PNH,14.451699999999999,10
CKG-SQJ,14.4505,6
ATH-VIE,14.449375,32
ARN-LIN,14.449,2
MUC-SKG,14.44770588235294,17
NNY-PVG,14.447333333333333,3
KSY-SAW,14.44675,4
COS-HOU,14.442,3
BCM-FCO,14.4418,10
CMH-MCO,14.441608695652173,23
WUH-ZHA,14.441142857142856,7
DAL-MDW,14.439157894736843,19
ENH-PVG,14.434999999999999,2
CLE-PBI,14.4345,2
BCN-EIN,14.43275,4
SHE-XUZ,14.4315,4
BRU-ZAG,14.427999999999999,14
ICN-TSN,14.4264375,16
HOU-SAV,14.424499999999998,2
GRR-IAH,14.4244,5
BEG-BRU,14.424,9
YIW-ZUH,14.423666666666668,3
IST-SXZ,14.4235,2
BEJ-SUB,14.4225,4
HSC-PVG,14.422375,8
BZV-DLA,14.421333333333331,3
GPT-SBN,14.421,1
INC-WMT,14.421,2
SHS-TNA,14.421,2
CAN-CZX,14.419375,16
VIE-ZAG,14.418894736842105,19
BUD-FRA,14.418777777777779,63
MSY-ORD,14.418666666666667,63
BUD-LTN,14.415125,8
MCX-TAS,14.412500000000001,4
MLA-MXP,14.412,5
SOF-STR,14.411999999999999,2
BAH-MED,14.410166666666667,6
RUH-SHJ,14.409,5
GDN-TRD,14.408999999999999,2
RGK-SVX,14.408000000000001,2
AER-PEZ,14.408000000000001,2
ROC-USA,14.408,2
EZE-FLN,14.407692307692306,26
DMM-GIZ,14.4061,10
ORY-SVQ,14.40575,12
BQB-WLP,14.4045,4
HBE-MRA,14.404,4
CPT-JNB,14.403075789473684,475
BVC-LPA,14.402,1
MID-MTY,14.4016875,16
CSX-KMG,14.401645161290324,31
AQG-PEK,14.3995,2
HGH-WEF,14.3975,4
KZN-LED,14.397294117647059,17
DEN-DFW,14.395816326530612,98
AER-TLV,14.393166666666666,6
SAP-SJO,14.388333333333334,3
YHM-YQM,14.388,2
HUZ-NGB,14.387666666666666,3
JIU-TSN,14.385,1
DTM-TSR,14.3845,2
CUU-NLU,14.383,1
BGY-RMO,14.3825,4
ORK-VLC,14.382000000000001,2
MDW-MYR,14.38,1
JGS-XIY,14.38,1
HLH-PKX,14.378499999999999,4
SHE-UYN,14.378,2
JRO-KGL,14.377500000000001,2
HET-KHN,14.37725,4
CSX-TYN,14.375833333333333,12
BBI-BOM,14.374095238095238,21
NAP-WRO,14.3735,2
DEL-PNQ,14.372883561643834,146
AAP-YIA,14.3715,2
XIY-YTY,14.371,6
PSA-STN,14.370166666666668,6
ATH-RIX,14.368,4
FKB-VLC,14.366,2
GVA-SCQ,14.365800000000002,5
HIR-VLI,14.364714285714285,7
PEK-XFN,14.3645,6
BEY-EVN,14.364,2
NDG-TSN,14.36375,4
CRL-RIX,14.3625,2
BOS-GRR,14.3625,2
CGO-WNZ,14.359100000000002,20
SAW-SJJ,14.359100000000002,10
SHS-XMN,14.358,4
BRS-OPO,14.355,4
SHA-TSN,14.354000000000001,44
HUZ-NKG,14.352714285714285,7
MDW-MSY,14.350000000000001,9
BOM-DEL,14.348576119402985,335
KUL-SGN,14.344869565217392,46
SFO-YVR,14.34405681818182,88
VCA-VTE,14.344,1
BCN-MUC,14.341145454545455,55
LYS-TGD,14.340499999999999,4
CPT-DUR,14.34003488372093,86
CSX-SZH,14.34,2
CCF-MAN,14.336500000000001,2
HAN-MFM,14.336,2
PHX-SJD,14.334714285714284,7
FOC-SHS,14.334,4
FCO-POZ,14.3335,2
LJG-TYN,14.3335,2
EHU-TSN,14.333333333333334,3
GVA-PRN,14.331705882352942,17
AES-GDN,14.3315,2
ACV-BUR,14.330857142857143,7
DUB-GVA,14.328357142857142,14
IXZ-MAA,14.3281875,16
DXB-MHD,14.325,4
HAN-TBB,14.32425,4
HZA-TFU,14.324,1
CGB-GRU,14.323929577464789,142
ESB-TGD,14.3235,2
BSL-PRN,14.323294117647057,51
EFL-MXP,14.3225,2
PTY-XPL,14.3206875,16
EHU-TNA,14.3195,4
CEK-MCX,14.318999999999999,2
ASJ-HND,14.3186,5
BQB-OCM,14.318,3
DEL-TIR,14.317499999999999,2
MAD-ORY,14.317263157894738,95
TFU-XAI,14.317,2
CDG-KRK,14.31535294117647,17
BTS-STN,14.31425,4
LTN-NCE,14.312999999999999,2
HZG-NKG,14.3115,2
FEZ-NTE,14.3115,2
FRA-MUC,14.310889999999999,100
DAR-HRE,14.310666666666668,6
ONT-SEA,14.304176470588237,51
XIY-YLX,14.301,1
KMI-TPE,14.299499999999998,2
CJS-GDL,14.299434782608696,23
BLI-OAK,14.299,3
GSP-HOU,14.299,1
HFE-HKG,14.297,2
MDW-VPS,14.2965,4
OKA-PUS,14.295499999999999,6
HAK-JGS,14.295,4
HJJ-SYX,14.295,1
SZX-WMT,14.295,2
RUH-TUI,14.288,4
FEZ-TLS,14.2875,6
BIO-FLR,14.284500000000001,2
NUE-PRN,14.280166666666666,6
BSB-THE,14.279250000000001,8
ATL-ROC,14.276945945945945,37
NDG-PEK,14.2765,6
GDN-STN,14.276000000000002,6
ATL-RSW,14.275467532467532,77
MCX-PEE,14.274000000000001,2
KOW-TNA,14.273,1
ACX-SZX,14.271999999999998,2
FUG-SZX,14.268,2
CGQ-PKX,14.267833333333332,18
BHX-PRG,14.26675,4
BNK-MEL,14.265999999999998,6
TAO-WUH,14.265049999999999,20
SAW-VAN,14.26475,8
BWN-CGK,14.264333333333333,6
NKG-YKH,14.264,8
AGP-TFS,14.261,2
OTP-TSF,14.259500000000001,4
LPL-PRG,14.259,4
GDN-LTN,14.257249999999999,4
EVV-PIE,14.256499999999999,4
DAD-HKG,14.255599999999998,20
CJS-PVR,14.254999999999999,2
POS-SXM,14.254399999999999,5
JHB-SGN,14.254,2
DSN-JNG,14.249,2
ACE-AGP,14.247666666666667,6
SAW-TZL,14.247250000000001,4
LCY-PMI,14.247,4
CPC-EZE,14.243,1
JGN-TFU,14.242999999999999,2
PIE-RIC,14.240666666666668,3
BVA-POZ,14.2385,2
AUS-PVR,14.237,2
TBS-UFA,14.229500000000002,2
CUN-NLU,14.227925925925925,27
CAN-ENY,14.227,2
MEL-WTB,14.226999999999999,3
ATL-EWR,14.225626984126984,126
HCZ-NGB,14.225,1
DIY-SAW,14.223684210526315,19
GMP-PEK,14.217666666666666,12
MSY-ORF,14.217500000000001,2
GPS-UIO,14.217,7
AMM-BAH,14.2165,16
JBK-LHW,14.216,1
EHU-XMN,14.21566666666667,3
GEO-SDQ,14.215,4
BRS-PRG,14.214625,8
DUB-FRA,14.21316216216216,37
CMF-GLA,14.212250000000001,4
EUG-PHX,14.212125,8
DJJ-SOQ,14.210333333333333,3
HGH-WEH,14.209428571428571,7
AUH-ELQ,14.208,2
DEL-PBH,14.208,3
CXR-DMK,14.2065,2
LGA-MCI,14.2034375,16
GLA-SZG,14.2025,2
CTS-OKJ,14.2015,2
BRM-PTY,14.200499999999998,2
CMH-DFW,14.198749999999999,36
GEG-LAX,14.196216216216216,37
AEP-FLN,14.193666666666665,9
DQA-PKX,14.192400000000001,10
SDF-SFB,14.191666666666668,3
DZH-LXA,14.189,1
CKG-SWA,14.188277777777778,18
DUB-OPO,14.1865,2
PKX-XIC,14.186,1
MAD-TUN,14.184999999999999,2
RZV-SAW,14.1825,8
DFW-GUC,14.179333333333332,3
STN-TRS,14.179,2
CKG-LUM,14.1774,5
DIN-SGN,14.173499999999999,6
BVA-PMI,14.1725,2
NLU-SJD,14.169857142857143,7
IAD-NIP,14.169,1
DEN-ONT,14.16895652173913,23
BUD-SAW,14.167166666666667,6
BER-FCO,14.16665,20
BIO-DUS,14.1665,2
HDY-UTH,14.166,2
BPN-KJT,14.1615,4
GOP-HYD,14.161000000000001,2
BOM-LKO,14.160463414634146,41
BUD-IST,14.158652173913044,23
GNB-NCL,14.158000000000001,2
KMG-YIH,14.156200000000002,5
NGB-SJW,14.155333333333333,3
LAS-PSC,14.15225,4
BSB-FLN,14.1514,5
HRB-YNT,14.151285714285715,7
ABJ-ABV,14.151,1
CUN-HOU,14.150857142857143,7
CAG-FRA,14.149999999999999,2
CDG-SPU,14.147666666666666,3
HYD-IXC,14.146199999999999,5
LIL-PMI,14.139500000000002,2
DEN-HSV,14.139,5
BER-LBA,14.1375,2
CTU-WUH,14.136896551724137,29
BSL-EDI,14.136875,8
MRS-OUD,14.136,2
KLU-STN,14.135,2
BSK-LYS,14.1325,2
JAX-MDT,14.131333333333332,3
NNG-WUH,14.130249999999998,24
SJD-TLC,14.1295,6
JUH-TFU,14.128,1
LGW-PSA,14.128,8
DAL-MSP,14.127,1
RSI-RUH,14.1265,4
MCO-SDF,14.123999999999999,4
CGK-LOP,14.123615384615386,39
LED-ROV,14.120000000000001,2
DAD-PQC,14.11975,8
MRV-UFA,14.1175,8
CSX-TNA,14.116121212121213,33
STN-VCE,14.1157,10
ALC-EXT,14.1145,2
SYX-ZYI,14.112,1
IND-MIA,14.107071428571428,14
TYN-WUX,14.107,1
NUE-SOF,14.107,2
ACV-DEN,14.107,2
NKG-UYN,14.1065,8
AUA-CLO,14.106,2
HKG-YIH,14.106,2
ATH-ODS,14.106,2
PFO-SOF,14.106,2
CKG-SJW,14.105142857142857,14
BGY-NCL,14.105,2
CIF-XIY,14.105,1
DAL-MKE,14.103333333333333,3
HGH-TEN,14.101,1
KWL-XIY,14.0982,10
DJE-MRS,14.0955,4
BGY-BRS,14.095,2
SAI-SIN,14.09425925925926,27
DIL-DPS,14.0935,6
ATH-FRL,14.093,2
JNB-LLW,14.092833333333333,6
CLT-MSY,14.092444444444444,18
KMG-SYX,14.091,10
MIA-RIC,14.090857142857143,7
BLR-PAT,14.090821428571429,28
LPL-SZZ,14.089,2
TFU-WUA,14.088000000000001,3
BGO-FRA,14.085,12
JED-SHW,14.084,4
CPH-FAE,14.083866666666667,30
LUX-PMI,14.08325,8
CCU-GOX,14.083,2
BCN-BRS,14.080285714285713,14
COV-DBB,14.08,1
BGW-DOH,14.07875,12
KTA-PER,14.078545454545454,77
LGW-OSL,14.077916666666667,12
CMF-LBA,14.0775,2
FLR-LGW,14.077166666666667,18
LYA-SHE,14.076,1
BSL-SUF,14.0752,5
HAN-SAI,14.074157894736842,19
AMM-JED,14.073620689655172,29
CVG-MSY,14.0735,2
PIE-SDF,14.073,2
OKA-OKJ,14.072500000000002,2
INN-NCL,14.07175,4
PVG-WDS,14.0705,4
BRE-FRA,14.070178571428572,56
DUB-TLS,14.068249999999999,8
IAA-KJA,14.06775,4
BCN-STN,14.067375,16
DAL-SDF,14.067333333333332,3
JJN-LYG,14.064,3
MXL-SJD,14.063666666666668,3
AMM-BSR,14.061,4
DLU-XIY,14.060749999999999,4
FUK-PVG,14.05925,16
BUD-BVA,14.058,4
HNY-SYX,14.057500000000001,2
CRL-PSR,14.0565,4
CPH-FCO,14.056384615384616,13
STN-VIE,14.0562,10
CAP-NAS,14.056166666666668,6
MSP-ORF,14.056,1
BEY-BSR,14.055499999999999,2
AEP-REL,14.054181818181819,11
BMV-HPH,14.052666666666667,9
CZX-TYN,14.0515,2
EZE-IGR,14.050814814814816,27
MSQ-UFA,14.0505,2
SHE-WUT,14.049,2
KCH-PEN,14.0445,4
MCO-PLS,14.044,2
CFE-FEZ,14.0435,2
AUS-DEN,14.043394736842105,38
NRT-YNY,14.0425,2
CMN-VIL,14.042,17
WUX-XIY,14.041807692307692,26
CRL-VLC,14.039166666666667,6
BEJ-YIA,14.039,1
CGN-FCO,14.038166666666667,6
KWE-SQD,14.038,2
CZX-XIY,14.0354,10
MAA-NNG,14.029499999999999,2
BEL-MAO,14.02796,25
IST-SJJ,14.027375,8
FLL-STI,14.024999999999999,2
LGA-ORD,14.024709677419354,155
KRK-SVG,14.023,4
LUX-NAP,14.02275,4
CUU-MEX,14.022661971830987,71
ARN-SZG,14.02175,4
GYN-SSA,14.017666666666665,12
ELQ-SHJ,14.0145,4
DEN-STL,14.013290322580644,31
HND-ITM,14.012267379679143,187
CTS-HIJ,14.011833333333334,6
ARN-EDI,14.01175,4
BGG-IST,14.0115,2
EZE-REL,14.011,1
AGP-NTE,14.0095,2
BER-BRI,14.0085,2
BPS-SJP,14.007249999999999,4
SZX-YIH,14.006888888888888,9
DVO-MNL,14.0065,112
HKT-SGN,14.003874999999999,8
BBI-PNQ,14.003666666666668,6
DSN-HFE,14.0015,2
HYN-SZX,13.998833333333332,6
FIH-FKI,13.995999999999999,5
MPL-OUD,13.9955,2
TFU-UYN,13.993666666666668,6
LHR-ZAG,13.992304347826089,23
HNY-NGB,13.9915,2
MIG-SJW,13.99025,4
BGY-LUZ,13.989,2
FLL-STX,13.9885,2
FLL-MSY,13.986714285714285,7
DLI-HAN,13.9856,60
KIX-OKA,13.98488679245283,53
KKJ-NRT,13.9835,4
BIL-MSP,13.98311111111111,9
AMD-BLR,13.9815,64
HAN-TFU,13.9815,4
FLL-TYS,13.981363636363636,11
ELP-ORD,13.980416666666665,12
HKG-TXN,13.98,4
HAK-JJN,13.977,1
HMO-MTY,13.976666666666667,12
BUD-MLA,13.976333333333335,6
DTM-TZL,13.9755,2
GRO-STN,13.975,2
VCA-VII,13.97125,8
BHX-MXP,13.969000000000001,2
BKO-DSS,13.967500000000001,8
AEP-PMY,13.966999999999999,6
BCN-LTN,13.966833333333334,6
HGH-KWL,13.964666666666666,6
CTU-KHN,13.9639,10
DLC-NGB,13.963666666666667,6
LCA-SOF,13.961500000000001,2
NOZ-SVX,13.960999999999999,2
GSV-OVB,13.9585,2
AUA-PTY,13.958,4
LYS-OPO,13.955821428571427,28
BHM-BWI,13.953,2
ARN-ZRH,13.951315789473684,19
BKI-KBR,13.95,2
CAN-HFE,13.949675,40
FLR-STN,13.949,2
EBL-ESB,13.947,4
LGA-TUL,13.9465,4
CKG-TYN,13.944666666666667,18
AYT-TIA,13.943999999999999,2
BGY-SDR,13.943,2
GEG-SJC,13.942400000000001,5
CGO-KWL,13.939714285714286,7
